App,Rating,Size_Megabytes,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Genres_1,Genres_description
VR AG Racing for Cardboard,3.4,27.0,"1,000+",Free,0.0,Everyone,"September 29, 2016",1.1,4.1 and up,Racing,No description
Ah! Cutie,3.9,10.0,"10,000+",Free,0.0,Everyone,"June 27, 2017",2.0.0,4.0 and up,Casual,No description
Ah! Monster,4.1,9.8,"100,000+",Free,0.0,Everyone,"June 21, 2017",4.0.0,4.0 and up,Casual,No description
AH-1 Viper Cobra Ops - helicopter flight simulator,3.8,86.0,"100,000+",Free,0.0,Teen,"February 16, 2018",1.0.1,4.3 and up,Action,No description
Ah! Coins,3.4,9.1,"50,000+",Free,0.0,Everyone,"December 8, 2016",1.0.0,2.3 and up,Action,No description
The Artificial Intelligence Project (A.I. Chat),3.0,39.0,"5,000+",Paid,1.99,Everyone,"March 29, 2018",1.2,2.3 and up,Simulation,No description
Orbita AI — Exciting mobile puzzles & riddles,4.6,31.0,"1,000,000+",Free,0.0,Everyone,"March 29, 2018",1.1.9.1,4.1 and up,Puzzle,No description
2048(AI),4.3,3.5,"1,000+",Free,0.0,Everyone,"June 3, 2015",0.33,2.3 and up,Casual,No description
Age of AI: War Strategy,4.6,5.7,500+,Paid,2.49,Everyone,"March 14, 2018",1.8,4.0 and up,Strategy,No description
AJ Jump: Animal Jam Kangaroos!,4.4,42.0,"50,000+",Paid,1.99,Everyone,"March 7, 2016",1.6,4.0 and up,Arcade,No description
Dash Tag - Fun Endless Runner!,4.5,43.0,"100,000+",Free,0.0,Everyone,"June 13, 2018",2.0.3,4.3 and up,Casual,No description
Tunnel Town,4.4,60.0,"1,000,000+",Free,0.0,Everyone,"July 26, 2018",1.5.6,4.1 and up,Strategy,No description
Club Penguin Island,2.8,32.0,"1,000,000+",Free,0.0,Everyone,"July 10, 2018",1.10.5,4.4 and up,Casual,Action & Adventure
Baby Game Animal Jam Free,2.8,26.0,500+,Free,0.0,Everyone,"March 24, 2017",1.0,2.3 and up,Board,No description
Blackjack aj Poker,3.8,4.2,"1,000+",Free,0.0,Teen,"October 19, 2016",1.1,2.3.3 and up,Card,No description
Bonza Poly Art - Tenkyu Animal Jam for Kids,4.1,31.0,"1,000+",Free,0.0,Everyone,"August 3, 2018",1.0.9,4.1 and up,Puzzle,No description
Little Pets Animal Guardians,4.6,91.0,"100,000+",Free,0.0,Everyone,"June 9, 2018",1.4.1,4.0.3 and up,Casual,Pretend Play
My Wild Pet: Online Animal Sim,4.5,67.0,"500,000+",Free,0.0,Everyone,"March 17, 2017",2.7,4.0.3 and up,Casual,Pretend Play
AK-47: Simulator and Shooting,4.0,14.0,"100,000+",Free,0.0,Everyone 10+,"November 11, 2016",1.3.0,3.0 and up,Simulation,No description
Puppy Shooting an AK-47: Platformer Zombie Game,4.8,89.0,"1,000+",Free,0.0,Everyone,"March 30, 2018",0.46.91,4.4 and up,Arcade,No description
Crisis Action: 2018 NO.1 FPS,4.3,34.0,"10,000,000+",Free,0.0,Teen,"July 11, 2018",3.0.2,4.0.3 and up,Action,No description
AK-47 3D,3.7,24.0,"10,000+",Free,0.0,Everyone,"December 25, 2016",3.2,2.3 and up,Action,No description
Weapon stripping 3D,4.6,24.0,"1,000,000+",Free,0.0,Everyone,"August 4, 2018",39.231,4.1 and up,Simulation,No description
Shoot M-16 vs AK-47 : realistic weapon simulator,3.0,33.0,100+,Free,0.0,Everyone,"July 18, 2018",1.0,4.1 and up,Simulation,No description
Counter Terrorist Attack,3.9,43.0,"10,000,000+",Free,0.0,Teen,"May 31, 2018",5.3.2,2.3 and up,Action,No description
Weapons simulator AK-47,4.1,26.0,"5,000+",Free,0.0,Everyone,"May 15, 2017",1,4.1 and up,Simulation,No description
GUN ZOMBIE,4.4,38.0,"5,000,000+",Free,0.0,Teen,"October 17, 2014",5.3,2.3 and up,Arcade,No description
Shoot Strike War Fire,4.1,20.0,"10,000,000+",Free,0.0,Teen,"July 13, 2018",1.1.5,4.0 and up,Arcade,No description
I Am Innocent,4.4,56.0,"1,000,000+",Free,0.0,Teen,"July 23, 2018",2.8.307,4.0.3 and up,Adventure,No description
I am Bread,4.0,20.0,"10,000+",Paid,4.99,Everyone,"October 26, 2016",1.6.1,4.4 and up,Adventure,No description
I Am Wizard,4.2,57.0,"100,000+",Free,0.0,Everyone,"April 1, 2018",1.0.9,4.1 and up,Strategy,No description
What Am I? - Brain Teasers,4.2,15.0,"100,000+",Free,0.0,Everyone,"April 5, 2017",2.2,4.0.3 and up,Trivia,No description
Who am I? (Biblical),4.5,5.1,"500,000+",Free,0.0,Everyone,"September 13, 2017",1.2.2_comAds,4.0.3 and up,Trivia,No description
Anno: Build an Empire,3.5,28.0,"1,000,000+",Free,0.0,Everyone 10+,"March 10, 2016",2.0.0,4.1 and up,Strategy,No description
Vikings: an Archer's Journey,4.5,39.0,"1,000,000+",Free,0.0,Everyone,"December 11, 2017",2.1.0,4.3 and up,Action,No description
Virtual Families 2,4.2,Not informed,"10,000,000+",Free,0.0,Everyone,"July 19, 2018",Varies with device,Varies with device,Casual,No description
My Emma :),4.1,76.0,"10,000,000+",Free,0.0,Everyone,"April 3, 2017",2.7.0,4.1 and up,Casual,No description
Draw a Stickman: EPIC Free,4.2,46.0,"10,000,000+",Free,0.0,Everyone 10+,"April 10, 2015",1.4.3.104,2.3.3 and up,Adventure,No description
My Horse,4.5,8.7,"10,000,000+",Free,0.0,Everyone,"May 23, 2018",1.34.1,2.3.3 and up,Casual,No description
My Boo - Your Virtual Pet Game,4.4,80.0,"10,000,000+",Free,0.0,Everyone,"August 3, 2018",2.11,4.1 and up,Casual,No description
THE KING OF FIGHTERS-A 2012(F),4.4,21.0,"5,000,000+",Free,0.0,Teen,"October 21, 2016",1.0.5,4.0.3 and up,Action,No description
Fast like a Fox,4.3,12.0,"5,000,000+",Free,0.0,Everyone,"April 17, 2018",1.4.0,4.2 and up,Adventure,No description
Girls Craft: Exploration,3.8,57.0,"5,000,000+",Free,0.0,Everyone 10+,"August 3, 2018",1.32,4.2 and up,Simulation,No description
ao,3.5,5.9,"1,000,000+",Free,0.0,Everyone,"June 8, 2016",1.0.9,4.0 and up,Strategy,No description
Ao Oni2,4.1,48.0,"1,000,000+",Free,0.0,Teen,"April 20, 2018",1.6.6,4.1 and up,Adventure,No description
Arena of Valor: 5v5 Arena Game,4.4,99.0,"10,000,000+",Free,0.0,Teen,"June 28, 2018",1.23.1.2,4.0.3 and up,Action,No description
The Hunt for the Lost Treasure,4.6,8.1,"100,000+",Paid,2.99,Everyone,"September 13, 2017",1.8,4.0.3 and up,Adventure,Brain Games
Attack the Light,4.7,21.0,"100,000+",Paid,2.99,Everyone,"February 23, 2016",1.1.4,4.0 and up,Role Playing,Action & Adventure
Princess Closet : Otome games free dating sim,4.5,56.0,"1,000,000+",Free,0.0,Teen,"May 24, 2018",1.11.0,4.0.3 and up,Simulation,No description
Mobile Legends: Bang Bang,4.4,99.0,"100,000,000+",Free,0.0,Teen,"July 24, 2018",1.2.97.3042,4.0.3 and up,Action,No description
Heroes of Order & Chaos,4.2,25.0,"10,000,000+",Free,0.0,Teen,"October 27, 2017",Varies with device,Varies with device,Strategy,No description
Kill Shot Bravo: Sniper FPS,4.4,99.0,"10,000,000+",Free,0.0,Mature 17+,"July 18, 2018",5.1,4.1 and up,Action,No description
Carnivores: Dinosaur Hunter,4.2,17.0,"1,000,000+",Free,0.0,Teen,"July 2, 2018",1.8.0,4.0.3 and up,Action,No description
High School Simulator 2017,4.2,80.0,"5,000,000+",Free,0.0,Mature 17+,"June 25, 2018",1.0,4.0 and up,Simulation,No description
Hopeless Land: Fight for Survival,4.2,44.0,"5,000,000+",Free,0.0,Teen,"July 12, 2018",1.0,4.1 and up,Action,No description
Legion of Heroes,4.3,69.0,"1,000,000+",Free,0.0,Everyone 10+,"July 12, 2018",1.9.22,4.0 and up,Role Playing,No description
Heroes Arena,4.2,88.0,"10,000,000+",Free,0.0,Everyone 10+,"July 24, 2018",2.0.1,4.0.3 and up,Action,No description
Can Your Pet? : Returns - Teen,4.3,14.0,"1,000,000+",Free,0.0,Teen,"August 2, 2018",2.59.8,2.3 and up,Simulation,No description
Bubbu – My Virtual Pet,4.7,75.0,"10,000,000+",Free,0.0,Everyone,"August 4, 2018",1.50,4.1 and up,Casual,Pretend Play
Start the Hunt for the Lost Treasure,3.8,8.1,"10,000+",Free,0.0,Everyone,"September 13, 2017",1.4,4.0.3 and up,Puzzle,Brain Games
Treasure Hunt Hidden Objects Adventure Game,4.3,Not informed,"100,000+",Free,0.0,Everyone,"May 24, 2018",2.2,4.1 and up,Puzzle,No description
3D Holograms Joke,2.9,31.0,"5,000,000+",Free,0.0,Teen,"December 23, 2016",1.5,2.3 and up,Simulation,No description
Weaphones™ Gun Sim Free Vol 1,4.3,39.0,"10,000,000+",Free,0.0,Everyone,"January 17, 2018",2.4.0,4.0 and up,Simulation,No description
Hidden Objects Treasure Hunt Adventure Games,4.3,29.0,"10,000+",Free,0.0,Everyone,"July 9, 2018",1.0.1,4.4 and up,Puzzle,No description
Body scanner (prank),3.3,3.8,"1,000,000+",Free,0.0,Teen,"June 2, 2016",3.0,2.3 and up,Casual,No description
AdventureQuest 3D MMO,4.3,35.0,"1,000,000+",Free,0.0,Teen,"July 26, 2018",1.10.1,4.4 and up,Role Playing,No description
AdventureQuest Dragons,3.9,48.0,"100,000+",Free,0.0,Everyone,"June 13, 2018",1.0.63,4.0 and up,Casual,No description
Battle Gems (AdventureQuest),4.4,Not informed,"500,000+",Free,0.0,Everyone 10+,"March 31, 2018",Varies with device,Varies with device,Puzzle,No description
Undead Assault,4.3,37.0,"100,000+",Free,0.0,Everyone 10+,"November 4, 2015",1.4.6,2.3 and up,Arcade,No description
Adventure Quest World Mobile Quiz,4.6,26.0,500+,Free,0.0,Everyone,"January 16, 2018",3.1.6z,4.0.3 and up,Puzzle,No description
Guess the Class 🔥 AQW,4.7,12.0,"1,000+",Free,0.0,Everyone,"November 1, 2017",1.0.0,4.1 and up,Word,No description
Iron Blade,4.4,82.0,"10,000,000+",Free,0.0,Mature 17+,"July 18, 2018",1.7.0m,4.0.3 and up,Action,No description
Dungeon Boss – Strategy RPG,4.4,37.0,"5,000,000+",Free,0.0,Everyone 10+,"March 28, 2018",0.5.10011,4.0.3 and up,Role Playing,No description
Questland: Turn Based RPG,4.6,48.0,"1,000,000+",Free,0.0,Everyone 10+,"August 2, 2018",1.10.6,4.1 and up,Role Playing,No description
Order & Chaos 2: 3D MMO RPG,4.1,54.0,"10,000,000+",Free,0.0,Teen,"July 9, 2018",3.1.2b,4.0.3 and up,Role Playing,No description
Dungeon Quest,4.5,46.0,"5,000,000+",Free,0.0,Everyone 10+,"June 4, 2018",3.0.5.2,4.0 and up,Role Playing,No description
Dungeon Hunter 5 – Action RPG,4.2,51.0,"10,000,000+",Free,0.0,Teen,"June 21, 2018",3.6.1a,4.0.3 and up,Role Playing,No description
"Grow Stone Online : 2d pixel RPG, MMORPG game",4.7,48.0,"1,000,000+",Free,0.0,Everyone,"August 5, 2018",1.375,4.0.3 and up,Role Playing,No description
Evil Apples: A Dirty Card Game,4.3,55.0,"5,000,000+",Free,0.0,Mature 17+,"July 19, 2018",2.3.3,4.2 and up,Word,No description
Megatramp - a Story of Success!,4.3,Not informed,"5,000,000+",Free,0.0,Teen,"June 13, 2018",Varies with device,4.2 and up,Simulation,No description
Knightfall™ AR,4.2,25.0,"10,000+",Free,0.0,Teen,"March 17, 2018",1.0,7.0 and up,Strategy,No description
Ghost Snap AR Horror Survival,3.8,33.0,"100,000+",Free,0.0,Teen,"December 21, 2016",1.2.3.1,2.3 and up,Adventure,No description
The Walking Dead: Our World,4.0,100.0,"1,000,000+",Free,0.0,Teen,"August 1, 2018",1.1.0.3,5.0 and up,Action,No description
Ingress,4.3,43.0,"10,000,000+",Free,0.0,Everyone,"June 20, 2018",1.131.2,4.0 and up,Adventure,No description
My Tamagotchi Forever,4.3,91.0,"1,000,000+",Free,0.0,Everyone,"August 1, 2018",1.12.0.1654,4.2 and up,Casual,No description
"Egg, Inc.",4.7,29.0,"5,000,000+",Free,0.0,Everyone,"June 13, 2018",1.7.5,4.0.3 and up,Simulation,No description
Flat Pack,4.4,44.0,"100,000+",Free,0.0,Everyone 10+,"March 16, 2018",1.0.4,7.0 and up,Action,No description
Crayola Color Blaster,3.8,30.0,"1,000+",Free,0.0,Everyone,"March 13, 2018",1.5,7.0 and up,Arcade,No description
Guns of Boom - Online Shooter,4.6,99.0,"10,000,000+",Free,0.0,Teen,"July 20, 2018",4.4.4,4.1 and up,Action,No description
Guns Royale - Multiplayer Blocky Battle Royale,4.6,90.0,"100,000+",Free,0.0,Everyone 10+,"August 4, 2018",1.0,Varies with device,Action,No description
Stack It AR,3.8,26.0,"100,000+",Free,0.0,Everyone,"June 29, 2018",1.1.4,4.0 and up,Arcade,No description
AR Remote Car,3.2,30.0,"100,000+",Free,0.0,Everyone,"August 12, 2017",2.14,4.0 and up,Simulation,No description
Assemblr - Create 3D Models (Sandbox AR),3.8,Not informed,"1,000,000+",Free,0.0,Everyone,"July 17, 2018",2.25,5.0 and up,Simulation,No description
MCRAFT AR - EDITOR,3.4,22.0,"5,000+",Free,0.0,Everyone,"June 24, 2018",1.0,4.1 and up,Simulation,No description
Jenga® AR,2.9,82.0,"10,000+",Free,0.0,Everyone,"March 17, 2018",1.0.1,7.0 and up,Puzzle,No description
Nightenfell: Shared AR,4.5,65.0,"1,000+",Paid,0.99,Everyone 10+,"March 27, 2018",1.0.0,7.0 and up,Action,No description
Arcraft - AR Sandbox,3.8,80.0,"10,000+",Free,0.0,Everyone,"May 19, 2017",1.4,4.0 and up,Adventure,No description
AR Tank Battle,3.6,67.0,"10,000+",Free,0.0,Everyone,"December 31, 2016",1.3,4.0 and up,Action,No description
AR Toybox - Augmented Reality Demos,3.8,36.0,"1,000+",Free,0.0,Everyone,"August 17, 2017",1.0.2,4.1 and up,Simulation,No description
AR Toys: Playground Sandbox | Remote Car,4.5,Not informed,"10,000+",Free,0.0,Everyone,"August 3, 2018",0.8,7.0 and up,Simulation,No description
Summer Camp Island AR,3.6,71.0,"50,000+",Free,0.0,Everyone,"July 5, 2018",1.0.2,4.4 and up,Simulation,No description
AR Sport Cars,3.6,70.0,"10,000+",Free,0.0,Everyone,"June 10, 2017",1.0,4.1 and up,Simulation,No description
Sonic the Hedgehog™ Classic,4.4,56.0,"10,000,000+",Free,0.0,Everyone,"June 18, 2018",3.3.0,4.2 and up,Action,No description
The Aether: Life as a God,4.1,3.4,"100,000+",Free,0.0,Everyone 10+,"March 12, 2018",1.0.5,4.0 and up,Role Playing,No description
Pacific Navy Fighter C.E. (AS),4.3,20.0,"500,000+",Free,0.0,Everyone 10+,"July 29, 2018",1.4,4.0.3 and up,Arcade,No description
Ninja Turtles: Legends,4.3,95.0,"10,000,000+",Free,0.0,Teen,"December 18, 2017",1.11.39,4.1 and up,Role Playing,No description
My OldBoy! Free - GBC Emulator,4.2,Not informed,"5,000,000+",Free,0.0,Everyone,"January 12, 2018",Varies with device,Varies with device,Arcade,No description
My Boy! Free - GBA Emulator,4.3,2.5,"10,000,000+",Free,0.0,Everyone,"January 9, 2018",Varies with device,Varies with device,Arcade,No description
Maleficent Free Fall,4.4,37.0,"10,000,000+",Free,0.0,Everyone,"July 11, 2018",5.9.0,4.2 and up,Puzzle,No description
Star Wars™: Force Arena,4.4,70.0,"5,000,000+",Free,0.0,Everyone 10+,"July 19, 2018",3.1.4,4.1 and up,Strategy,No description
SAMURAI vs ZOMBIES DEFENSE,4.5,19.0,"5,000,000+",Free,0.0,Everyone,"July 18, 2013",3.4.0,2.1 and up,Action,No description
Seen,4.5,22.0,"1,000,000+",Free,0.0,Teen,"May 24, 2018",1.2.1,4.1 and up,Simulation,No description
Galaxy at War Online,3.9,46.0,"1,000,000+",Free,0.0,Everyone 10+,"May 22, 2018",2.1.0,3.0 and up,Strategy,No description
Kingdoms at War: Hardcore PVP,4.3,92.0,"1,000,000+",Free,0.0,Teen,"June 28, 2018",4.05,4.0.3 and up,Strategy,No description
Five Nights at Freddy's 4 Demo,4.4,45.0,"10,000,000+",Free,0.0,Teen,"July 26, 2015",1.1,2.3 and up,Action,No description
Five Nights at Freddy's 3 Demo,4.5,50.0,"10,000,000+",Free,0.0,Teen,"April 2, 2015",1.07,2.3 and up,Action,No description
Nights at Cube Pizzeria 3D – 2,4.0,36.0,"5,000,000+",Free,0.0,Everyone 10+,"December 26, 2017",2.4.0,4.3 and up,Action,No description
World at War: WW2 Strategy MMO,4.3,78.0,"5,000,000+",Free,0.0,Everyone 10+,"May 25, 2018",3.1.9,4.1 and up,Strategy,No description
Five Tries At Love Dating Sim,4.2,22.0,"1,000,000+",Free,0.0,Teen,"February 14, 2018",5.1.0,2.3 and up,Simulation,No description
Rivals at War: 2084,4.0,48.0,"5,000,000+",Free,0.0,Teen,"October 3, 2016",1.3,3.0 and up,Simulation,No description
Five Nights at Freddy's 2,4.6,40.0,"500,000+",Paid,2.99,Teen,"November 15, 2014",1.07,2.3 and up,Strategy,No description
Rivals at War: Firefight,4.4,51.0,"5,000,000+",Free,0.0,Teen,"October 18, 2016",1.4,3.0 and up,Action,No description
Five Nights at Freddy's,4.6,50.0,"1,000,000+",Paid,2.99,Teen,"December 2, 2014",1.85,2.3 and up,Action,No description
Nights at Cube Pizzeria 3D – 3,4.0,40.0,"1,000,000+",Free,0.0,Teen,"March 3, 2017",1.5,4.2 and up,Simulation,No description
7 Nights at Pixel Pizzeria - 2,4.0,54.0,"1,000,000+",Free,0.0,Teen,"July 9, 2018",1.3.0,4.4 and up,Adventure,No description
Nights at Slender Pizzeria 3D,4.1,45.0,"100,000+",Free,0.0,Teen,"May 22, 2017",1.1,4.2 and up,Adventure,No description
One Night at Golden Freddy's,3.3,4.0,"100,000+",Free,0.0,Teen,"December 7, 2017",0.1,2.3 and up,Action,No description
Nights at Cube Pizzeria 3D – 4,4.1,39.0,"500,000+",Free,0.0,Teen,"July 17, 2018",1.5.0,4.4 and up,Adventure,No description
Five Nights at Neighbor House,4.2,55.0,"100,000+",Free,0.0,Everyone 10+,"January 26, 2018",1.1.0,4.2 and up,Action,No description
Asylum Night Shift - Five Nights Survival,4.0,46.0,"5,000,000+",Free,0.0,Teen,"June 26, 2018",1.6.5,4.1 and up,Action,No description
Five Nights at Freddy's: SL,4.5,99.0,"100,000+",Paid,2.99,Teen,"April 6, 2017",1.2,2.3 and up,Action,No description
Two Nights at jumpscare,3.8,91.0,"100,000+",Free,0.0,Teen,"August 17, 2017",1.0,4.1 and up,Adventure,No description
Five Nights at Pizzeria,3.5,21.0,"100,000+",Free,0.0,Teen,"March 3, 2018",1.6,4.1 and up,Action,No description
Block Battles: Heroes at War - Multiplayer PVP,4.3,46.0,"500,000+",Free,0.0,Everyone 10+,"May 14, 2016",1.0.1,2.3 and up,Action,No description
Five Nights at Freddy's 4,4.6,45.0,"100,000+",Paid,2.99,Teen,"July 26, 2015",1.1,2.3 and up,Action,No description
Five Nights at Flappy's,4.7,24.0,"10,000+",Free,0.0,Everyone,"June 27, 2017",1.5.14,2.3.3 and up,Arcade,No description
5 Nights at Cube Pizzeria City,3.8,52.0,"100,000+",Free,0.0,Teen,"February 22, 2017",1.2,4.2 and up,Adventure,No description
Five Nights at Freddy's 3,4.7,50.0,"100,000+",Paid,2.99,Teen,"April 2, 2015",1.07,2.3 and up,Action,No description
au,3.2,5.8,"1,000,000+",Free,0.0,Everyone,"June 8, 2016",1.0.9,4.0 and up,Strategy,No description
Super Dancer,4.1,27.0,"1,000,000+",Free,0.0,Everyone,"July 24, 2018",3.3,2.3 and up,Arcade,No description
Dance On Mobile,4.1,31.0,"1,000,000+",Free,0.0,Teen,"April 13, 2018",1.26,4.0 and up,Casual,No description
Avakin Life - 3D virtual world,4.4,91.0,"10,000,000+",Free,0.0,Teen,"July 3, 2018",1.021.10,4.1 and up,Role Playing,No description
Aw Restaurant,4.8,43.0,100+,Free,0.0,Everyone,"February 6, 2018",1.0,4.0 and up,Casual,No description
Armored Warfare: Assault,4.0,46.0,"100,000+",Free,0.0,Everyone,"August 2, 2018",1.0-a22936.127,5.0 and up,Action,No description
iSniper 3D Arctic Warfare,3.8,Not informed,"1,000,000+",Free,0.0,Teen,"September 4, 2013",Varies with device,Varies with device,Arcade,No description
Modern Action Commando 3D,4.2,63.0,"100,000+",Free,0.0,Teen,"April 6, 2017",1.0,4.0.3 and up,Action,No description
Call of Duty®: Heroes,4.4,57.0,"10,000,000+",Free,0.0,Teen,"June 27, 2018",4.8.0,4.1 and up,Action,No description
Adventure Xpress,4.2,30.0,"100,000+",Free,0.0,Everyone 10+,"October 12, 2015",1.2.1,2.3.3 and up,Puzzle,No description
AXE.IO - Brutal Survival Battleground,4.2,76.0,"500,000+",Free,0.0,Everyone 10+,"August 3, 2018",1.6.1,4.1 and up,Arcade,No description
Axe Champ,3.8,19.0,"10,000+",Free,0.0,Everyone,"May 26, 2018",1.0.6,4.1 and up,Arcade,No description
Axe Champion,4.4,15.0,"5,000+",Free,0.0,Everyone,"May 28, 2018",0.1,4.1 and up,Arcade,No description
Vikings Stickman Axe Fighting,4.2,43.0,"100,000+",Free,0.0,Everyone,"October 21, 2017",1.5.2,3.0 and up,Arcade,No description
Axetatic - Axe Throwing Game,4.6,31.0,"1,000+",Free,0.0,Everyone 10+,"October 22, 2017",1.3.3,4.2 and up,Arcade,No description
Axe Champs! Wars,5.0,25.0,50+,Free,0.0,Everyone,"June 26, 2018",1.1,4.1 and up,Arcade,No description
Axe Knight,4.5,33.0,"5,000+",Free,0.0,Everyone,"June 26, 2018",1.0.5,4.1 and up,Action,No description
The Vikings,4.4,42.0,"1,000,000+",Free,0.0,Teen,"June 6, 2018",1.0.7,4.1 and up,Arcade,No description
Axe Spinner,3.0,Not informed,10+,Free,0.0,Everyone,"January 4, 2018",1.0.0,4.1 and up,Casual,No description
Knife&Axe Throwing,3.1,9.1,"50,000+",Free,0.0,Everyone,"November 26, 2012",1.0.6,2.1 and up,Arcade,No description
Stickman and Axe,4.4,2.8,"50,000+",Free,0.0,Teen,"November 25, 2017",1.0,4.0.3 and up,Action,No description
Axe Man,3.7,14.0,"1,000+",Free,0.0,Everyone,"February 23, 2015",3.0,2.3.3 and up,Adventure,No description
Throw Knife,3.7,37.0,"100,000+",Free,0.0,Everyone,"September 14, 2017",2.04,4.1 and up,Simulation,No description
Dead Zombie Evil Killer:Axe,3.9,52.0,"10,000+",Free,0.0,Teen,"December 1, 2016",1.1,2.3 and up,Action,No description
Zlax.io Zombs Luv Ax,4.6,32.0,"500,000+",Free,0.0,Everyone,"April 4, 2018",1.7,4.1 and up,Action,No description
Clash of Axe: Flippy Lumberjack Action X,4.3,61.0,"1,000+",Free,0.0,Everyone,"September 14, 2017",1.2,4.0 and up,Action,No description
Flippy Axe : Flip The Knife & Axe Simulator,5.0,15.0,100+,Free,0.0,Everyone,"September 27, 2017",1.1,4.2 and up,Arcade,No description
Axe Clicker,4.3,64.0,"500,000+",Free,0.0,Everyone,"July 13, 2018",1.0.142,4.0.3 and up,Casual,No description
Woodman Deluxe,4.0,4.4,"5,000+",Free,0.0,Everyone,"July 6, 2015",1.0.2,2.3 and up,Action,No description
¡Ay Metro!,3.8,36.0,"10,000+",Free,0.0,Everyone 10+,"March 17, 2015",1.0.3.1,4.0 and up,Arcade,No description
San Andreas Crime Stories,4.0,97.0,"10,000,000+",Free,0.0,Mature 17+,"July 2, 2018",1.0.0.0,4.1 and up,Racing,No description
Miami crime simulator,4.0,100.0,"10,000,000+",Free,0.0,Mature 17+,"July 9, 2018",2.0,4.0 and up,Action,No description
Strange Hero: Future Battle,4.2,73.0,"10,000,000+",Free,0.0,Teen,"May 24, 2018",11.0.0,4.0 and up,Action,No description
Gangster Town: Vice District,4.3,100.0,"10,000,000+",Free,0.0,Mature 17+,"May 31, 2018",2.1,4.0 and up,Simulation,No description
Mad Day - Truck Distance Game,4.3,44.0,"5,000,000+",Free,0.0,Everyone,"July 25, 2018",1.4.3,4.0.3 and up,Action,No description
Alphabet A-Z,3.9,Not informed,"100,000+",Free,0.0,Everyone,"April 17, 2014",Varies with device,Varies with device,Casual,No description
